sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Male,Caucasian,M,arrest case no charge,8,High,0,Battery,(M1)
Male,African-American,F,"Poss 3,4 MDMA (Ecstasy)",6,Medium,1,Poss Cocaine/Intent To Del/Sel,(F2)
Male,Hispanic,F,Poss Contr Subst W/o Prescript,7,Medium,0,,
Male,Caucasian,F,False Ownership Info/Pawn Item,8,High,1,False Verif Ownership Pawn Shp,(F3)
Male,African-American,F,Felony Petit Theft,7,Medium,1,Use of Anti-Shoplifting Device,(F3)
Male,African-American,F,Possess Countrfeit Credit Card,5,Medium,1,Fail Register Vehicle,(M2)
Male,Hispanic,F,Tamper With Witness/Victim/CI,3,Low,1,Throw Deadly Missile Into Veh,(F2)
Female,Caucasian,F,Agg Battery Grt/Bod/Harm,8,High,0,,
Male,Caucasian,F,Driving While License Revoked,3,Low,0,,
Male,Other,F,arrest case no charge,7,Medium,0,,
Male,Other,F,Poss Pyrrolidinovalerophenone,2,Low,1,Trespass Struct/Conveyance,(M2)
Male,Caucasian,F,Aggravated Assault w/Firearm,1,Low,0,,
Male,Caucasian,F,Robbery W/Deadly Weapon,4,Low,0,,
Male,African-American,F,Grand Theft (Motor Vehicle),9,High,0,,
Male,Caucasian,F,Aggrav Battery w/Deadly Weapon,2,Low,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Hispanic,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,Caucasian,M,Battery,7,Medium,1,Trespass Structure/Conveyance,(M2)
Male,Caucasian,M,Battery,3,Low,0,,
Male,African-American,F,arrest case no charge,6,Medium,1,Reckless Driving,(M2)
Male,Caucasian,F,Possession of Cocaine,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Burglary Conveyance Unoccup,2,Low,1,Burglary Conveyance Unoccup,(F3)
Male,African-American,F,arrest case no charge,10,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Battery,1,Low,0,,
Female,African-American,M,Battery,8,High,1,Operating W/O Valid License,(M2)
Male,Other,F,Burglary Structure Unoccup,5,Medium,1,Trespass Struct/Conveyance,(M2)
Male,Caucasian,M,Viol Injunct Domestic Violence,1,Low,1,Viol Injunct Domestic Violence,(M1)
Male,African-American,F,Child Abuse,5,Medium,0,,
Male,African-American,F,Aggravated Battery / Pregnant,2,Low,1,Fail Register Vehicle,(M2)
Male,Caucasian,F,Possession Of Alprazolam,8,High,1,Possession of Cocaine,(F3)
Male,Caucasian,F,Grand Theft (Motor Vehicle),7,Medium,1,Battery,(M1)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,,
Male,African-American,F,Felony Driving While Lic Suspd,4,Low,1,Fail Register Vehicle,(M2)
Female,Caucasian,F,Possession Of Heroin,3,Low,0,,
Male,Other,F,arrest case no charge,1,Low,0,,
Male,African-American,F,arrest case no charge,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Possession of Cannabis,3,Low,0,,
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,Caucasian,M,Possess Cannabis/20 Grams Or Less,1,Low,0,,
Female,Other,M,Battery,2,Low,0,,
Male,Other,F,Robbery / No Weapon,6,Medium,0,,
Male,African-American,F,Aggravated Battery / Pregnant,1,Low,1,Aggravated Battery / Pregnant,(F2)
Female,Caucasian,F,Possession of Cocaine,8,High,0,,
Male,Other,F,arrest case no charge,7,Medium,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,Other,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Female,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Battery on a Person Over 65,6,Medium,0,Battery,(M1)
Male,African-American,F,Poss Counterfeit Payment Inst,7,Medium,1,Operating W/O Valid License,(M2)
Female,Hispanic,M,Battery,3,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,F,Aggravated Battery / Pregnant,2,Low,0,,
Male,Other,M,Battery,4,Low,0,,
Male,African-American,F,Felon in Pos of Firearm or Amm,7,Medium,0,,
Male,Caucasian,F,Felony Petit Theft,9,High,1,Felony Petit Theft,(F3)
Male,African-American,F,arrest case no charge,9,High,1,Possession of Cannabis,(F3)
Male,African-American,F,arrest case no charge,8,High,0,Felony Battery w/Prior Convict,(F3)
Male,Caucasian,F,arrest case no charge,6,Medium,1,Possession of Cocaine,(F3)
Male,Caucasian,F,D.U.I. Serious Bodily Injury,5,Medium,0,,
Female,African-American,F,arrest case no charge,4,Low,0,,
Female,African-American,F,Felony Driving While Lic Suspd,1,Low,0,,
Male,Caucasian,F,Aggravated Assault W/dead Weap,1,Low,0,,
Male,African-American,F,Possession of Cocaine,10,High,1,Disorderly Conduct,(M2)
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,arrest case no charge,10,High,1,Possession Of Methamphetamine,(F3)
Female,African-American,F,Poss Anti-Shoplifting Device,7,Medium,0,,
Male,African-American,F,Deliver Cocaine,7,Medium,0,,
Female,African-American,F,arrest case no charge,8,High,1,Poss Cocaine/Intent To Del/Sel,(F2)
Male,Caucasian,M,DUI Property Damage/Injury,3,Low,0,,
Male,Caucasian,F,arrest case no charge,6,Medium,0,,
Male,Caucasian,F,Possession of Cocaine,1,Low,1,Oper Motorcycle W/O Valid DL,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,African-American,M,Susp Drivers Lic 1st Offense,2,Low,0,Unlaw LicTag/Sticker Attach,(M2)
Female,Native American,F,Driving While License Revoked,10,High,1,DWLS Canceled Disqul 1st Off,(M2)
Male,African-American,F,Felony Battery w/Prior Convict,6,Medium,1,Viol Pretrial Release Dom Viol,(M1)
Female,Caucasian,F,arrest case no charge,1,Low,0,,
Female,African-American,M,Driving License Suspended,6,Medium,1,Battery,(M1)
Female,Caucasian,F,Battery on Law Enforc Officer,1,Low,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,7,Medium,1,Violation License Restrictions,(M2)
Male,African-American,F,arrest case no charge,10,High,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Driving While License Revoked,10,High,1,Driving While License Revoked,(F3)
Male,African-American,F,Possession of Cocaine,9,High,1,Poss Pyrrolidinovalerophenone,(F3)
Male,African-American,F,Burglary Structure Unoccup,6,Medium,0,,
Male,African-American,F,Possession of Cocaine,10,High,1,Operating W/O Valid License,(M2)
Female,African-American,F,Neglect Child / Bodily Harm,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Crimin Mischief Damage $1000+,4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,Deliver Cannabis,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Agg Fleeing and Eluding,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Other,M,Battery,1,Low,1,Viol Injunct Domestic Violence,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,8,High,1,Burglary Dwelling Occupied,(F2)
Male,African-American,F,arrest case no charge,4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Aggravated Assault w/Firearm,6,Medium,0,,
Male,African-American,F,Crim Use of Personal ID Info,4,Low,0,,
Male,African-American,M,Opert With Susp DL 2nd Offens,2,Low,1,Driving While License Revoked,(F3)
Male,Hispanic,F,Possession of Cocaine,4,Low,0,,
Female,Caucasian,F,Possession of Cannabis,3,Low,0,,
Female,Other,M,Aggravated Assault W/Dead Weap,5,Medium,1,Petit Theft,(M2)
Male,Hispanic,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,arrest case no charge,2,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Child Abuse,7,Medium,1,Driving License Suspended,(M2)
Female,African-American,M,Battery,2,Low,0,,
Female,Caucasian,F,arrest case no charge,5,Medium,1,Driving License Suspended,(M2)
Male,African-American,F,Driving While License Revoked,2,Low,0,,
Female,Caucasian,F,Resist Officer w/Violence,2,Low,0,,(M1)
Male,Caucasian,M,Susp Drivers Lic 1st Offense,3,Low,0,,
Male,Caucasian,F,Threat Public Servant,5,Medium,1,,(M1)
Male,Hispanic,M,Possess Cannabis/20 Grams Or Less,3,Low,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,Use Of 2 Way Device To Fac Fel,4,Low,0,,
Male,Caucasian,M,Assault,1,Low,0,,
Female,Caucasian,M,Leave Acc/Attend Veh/More $50,8,High,1,Possession False Prescription,(M2)
Male,Caucasian,F,Grand Theft (Motor Vehicle),6,Medium,0,,
Female,Caucasian,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,F,Possession Of Methamphetamine,4,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,Retail/Farm/Fare/Theft,(M2)
Male,African-American,M,Battery,8,High,1,Driving License Suspended,(M2)
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Hispanic,M,arrest case no charge,1,Low,0,,
Male,African-American,F,Possession of Cocaine,10,High,0,,
Female,African-American,F,Robbery Sudd Snatch No Weapon,6,Medium,1,Petit Theft,(M2)
Male,Caucasian,M,Driving Under The Influence,4,Low,1,Driving Under The Influence,(M1)
Male,African-American,F,Pos Cannabis W/Intent Sel/Del,10,High,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,Neglect Child / No Bodily Harm,1,Low,0,,
Male,Caucasian,F,arrest case no charge,1,Low,1,Resist/Obstruct W/O Violence,(M1)
Female,Hispanic,M,Battery,3,Low,1,Driving Under The Influence,(M1)
Male,African-American,F,Felony Driving While Lic Suspd,8,High,1,Driving License Suspended,(M2)
Male,African-American,M,Petit Theft,6,Medium,0,,
Male,Caucasian,F,Possession of Cocaine,1,Low,0,,
Male,African-American,M,arrest case no charge,7,Medium,1,Stalking (Aggravated),(F3)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,African-American,M,Battery,1,Low,1,,(M1)
Male,African-American,F,arrest case no charge,3,Low,1,Robbery / No Weapon,(F2)
Male,African-American,F,Burglary Dwelling Assault/Batt,7,Medium,1,Stalking (Aggravated),(F3)
Female,Caucasian,F,Possession of Cannabis,3,Low,0,,
Female,African-American,F,Criminal Mischief,3,Low,1,Driving while DL Susp / Financial Resp,(M2)
Male,Caucasian,F,Sexual Battery / Vict 12 Yrs +,4,Low,1,Driving License Suspended,(M2)
Male,African-American,M,Battery,3,Low,1,Operating W/O Valid License,(M2)
Male,African-American,F,Felony Battery (Dom Strang),1,Low,0,,
Female,African-American,F,arrest case no charge,4,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",2,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Resist Officer w/Violence,1,Low,0,,
Male,African-American,F,Deliver Cannabis,4,Low,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Possession of Cocaine,9,High,1,Possession of Cocaine,(F3)
Male,African-American,F,Possession of Cocaine,7,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,African-American,F,arrest case no charge,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,F,Escape,1,Low,1,Operating W/O Valid License,(M2)
Male,African-American,F,arrest case no charge,9,High,1,Attempted Burg/struct/unocc,(F3)
Female,Hispanic,F,Poss Contr Subst W/o Prescript,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Uttering a Forged Instrument,3,Low,0,,
Male,Hispanic,F,Felony Petit Theft,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Female,Other,F,Grand Theft in the 3rd Degree,1,Low,0,,
Female,Caucasian,F,Aggrav Battery w/Deadly Weapon,1,Low,0,,
Male,Other,F,Grand Theft in the 3rd Degree,4,Low,0,,
Female,African-American,F,Aggrav Battery w/Deadly Weapon,4,Low,0,,
Male,African-American,M,DUI/Property Damage/Persnl Inj,2,Low,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Felony Battery (Dom Strang),5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Burglary Conveyance Unoccup,8,High,0,,
Male,African-American,M,Battery,9,High,0,,
Male,Caucasian,F,Battery on a Person Over 65,5,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,M,Viol Injunct Domestic Violence,1,Low,1,Viol Injunction Protect Dom Vi,(M1)
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Female,African-American,M,Petit Theft $100- $300,8,High,1,Felony Petit Theft,(F3)
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,arrest case no charge,6,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Pos Cannabis W/Intent Sel/Del,8,High,1,Burglary Conveyance Unoccup,(F3)
Male,Other,F,Tamper With Witness/Victim/CI,1,Low,1,Operating W/O Valid License,(M2)
Male,African-American,M,Battery,5,Medium,0,,
Male,African-American,M,Possess Drug Paraphernalia,7,Medium,0,,
Male,African-American,F,Criminal Mischief,10,High,1,Tampering With Physical Evidence,(F3)
Male,African-American,F,Possession of Cocaine,10,High,0,,
Male,African-American,M,Operating W/O Valid License,1,Low,1,Operating W/O Valid License,(M2)
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,Poss Of Controlled Substance,(MO3)
Male,African-American,F,arrest case no charge,1,Low,0,,
Female,African-American,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,M,Battery,8,High,1,Felony Battery (Dom Strang),(F3)
Male,Caucasian,M,Aggravated Assault W/Dead Weap,1,Low,0,,
Female,Caucasian,F,Felony Battery w/Prior Convict,3,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Open Carrying Of Weapon,6,Medium,0,,
Male,African-American,F,arrest case no charge,3,Low,0,,
Female,Caucasian,F,Burglary With Assault/battery,2,Low,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Male,Caucasian,F,Felony DUI (level 3),4,Low,1,Contribute Delinq/Depnd of Minor,(M1)
Male,African-American,F,Driving While License Revoked,5,Medium,1,Driving Under The Influence,(M1)
Male,Caucasian,F,arrest case no charge,3,Low,0,,
Male,African-American,M,Battery,2,Low,1,Driving License Suspended,(M2)
Male,African-American,F,arrest case no charge,5,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,F,Possession of Cocaine,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Female,Caucasian,F,Poss Contr Subst W/o Prescript,2,Low,0,,
Male,Hispanic,F,"Deliver 3,4 Methylenediox",10,High,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,arrest case no charge,10,High,1,Possession of Cannabis,(F3)
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,6,Medium,1,Fail Register Vehicle,(M2)
Female,African-American,M,Battery,2,Low,0,,
Male,African-American,F,arrest case no charge,10,High,1,Aggravated Battery / Pregnant,(F2)
Female,Caucasian,F,Burglary Unoccupied Dwelling,6,Medium,0,,
Male,Caucasian,M,Battery,6,Medium,1,Prowling/Loitering,(M2)
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,8,High,1,Operating W/O Valid License,(M2)
Male,Caucasian,F,Possession of Cocaine,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Possession of Cocaine,8,High,1,Unlaw Use False Name/Identity,(M1)
Male,Caucasian,F,Possession of Cocaine,2,Low,1,Driving License Suspended,(M2)
Male,Caucasian,M,Battery,3,Low,0,,
Male,African-American,M,Driving License Suspended,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,African-American,F,Possession Of Alprazolam,7,Medium,1,Trespass Other Struct/Conve,(M1)
Male,African-American,M,Driving License Suspended,8,High,1,Possession of Hydromorphone,(F3)
Male,Caucasian,M,Susp Drivers Lic 1st Offense,2,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,1,Low,0,,
Male,African-American,F,Driving While License Revoked,3,Low,1,Operating W/O Valid License,(M2)
Male,African-American,F,Driving While License Revoked,3,Low,1,Driving While License Revoked,(F3)
Female,African-American,F,Aggrav Battery w/Deadly Weapon,3,Low,0,,
Male,African-American,M,Assault,8,High,0,Robbery Sudd Snatch No Weapon,(F3)
Male,African-American,F,Hiring with Intent to Defraud,1,Low,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,Possession of Cocaine,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Battery,1,Low,1,Battery,(M1)
Male,Caucasian,F,Solicit Deliver Cocaine,3,Low,0,,
Male,Caucasian,F,Burglary Conveyance Unoccup,5,Medium,1,Grand Theft Firearm,(F3)
Male,Other,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,10,High,1,False Imprisonment,(F3)
Male,African-American,F,arrest case no charge,2,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Possession of Cocaine,3,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,F,Burglary Structure Unoccup,5,Medium,0,,
Male,African-American,M,arrest case no charge,8,High,1,Driving License Suspended,(M2)
Female,African-American,F,arrest case no charge,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,DUI Property Damage/Injury,2,Low,0,,
Female,African-American,M,Petit Theft $100- $300,4,Low,1,Fail Register Vehicle,(M2)
Male,Caucasian,M,Viol Injunct Domestic Violence,1,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,7,Medium,1,Driving While License Revoked,(F3)
Male,African-American,F,Uttering a Forged Instrument,2,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Possession of Cocaine,6,Medium,0,,
Male,Caucasian,F,"Poss3,4 Methylenedioxymethcath",1,Low,0,,
Female,African-American,F,arrest case no charge,9,High,0,,
Male,Hispanic,M,Battery,2,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,7,Medium,0,,
Male,African-American,F,Aggrav Battery w/Deadly Weapon,2,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,1,"Poss3,4 Methylenedioxymethcath",(F3)
Female,African-American,F,Carrying Concealed Firearm,10,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Driving Under The Influence,6,Medium,0,,
Male,African-American,F,Deliver Cocaine,10,High,1,Possession of Cocaine,(F3)
Male,Hispanic,F,Grand Theft in the 3rd Degree,1,Low,1,Eng/Bus/Contract W/O License,(M1)
Male,African-American,M,Battery,4,Low,0,,
Male,African-American,M,Carrying A Concealed Weapon,8,High,0,,
Male,Hispanic,F,False Imprisonment,1,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Male,Caucasian,M,Battery,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,,
Male,African-American,F,arrest case no charge,7,Medium,1,Burglary Conveyance Assault/Bat,(F7)
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Other,F,Felony Driving While Lic Suspd,3,Low,1,Battery,(M1)
Male,Hispanic,F,Grand Theft in the 3rd Degree,1,Low,1,Disorderly Intoxication,(M2)
Male,African-American,F,arrest case no charge,3,Low,1,Driving License Suspended,(M2)
Male,African-American,F,arrest case no charge,10,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,F,Possession of Oxycodone,2,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,3,Low,0,,
Male,Hispanic,F,Stalking (Aggravated),1,Low,0,,
Female,Caucasian,F,Possession of Hydromorphone,3,Low,0,,
Male,Caucasian,F,Robbery / Weapon,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Tamper With Witness/Victim/CI,1,Low,0,,
Male,Caucasian,F,Possession Of Alprazolam,2,Low,0,,
Male,Caucasian,F,arrest case no charge,2,Low,1,Tamper With Witness/Victim/CI,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,2,Low,0,,
Male,African-American,F,Felony Battery w/Prior Convict,5,Medium,0,,
Male,Caucasian,F,Fleeing Or Attmp Eluding A Leo,2,Low,0,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Driving License Suspended,1,Low,0,,
Male,Caucasian,F,arrest case no charge,6,Medium,1,Grand Theft in the 3rd Degree,(F3)
Female,Caucasian,F,Aggravated Assault W/Dead Weap,1,Low,1,Disorderly Conduct,(M2)
